x,y,sd
6432.7,25133.4,23.8
8985.5,25116.7,22.6
5842.1,24123.6,50.0
1132.3,2743.8,28.7
1537.1,769.1,31.1
2359.2,17780.1,34.2
6504.2,25087.3,46.1
2679.6,23231.6,39.5
8960.6,25098.4,41.9
671.2,11242.8,31.4
2735.4,23180.0,37.3
6667.8,641.6,26.9
648.8,11286.0,33.4
2332.8,17759.2,36.8
5210.3,25302.4,30.5
1501.3,21092.2,16.1
3190.3,14130.5,33.5
1642.6,19783.2,35.2
9021.4,25058.3,40.2
4334.6,25223.1,33.1
527.5,11274.4,44.6
6391.7,25239.5,21.8
1745.1,994.3,31.8
5671.9,5378.0,28.7
8896.0,25089.5,53.7
635.8,4736.2,38.9
579.4,11204.3,27.1
2048.6,19028.2,35.1
1343.1,1128.7,50.2
9092.9,25154.3,46.3
3759.2,8027.7,39.5
613.3,11199.5,46.2
6160.5,25096.3,47.8
5513.1,6189.9,11.9
9046.5,25150.0,20.2
3497.3,20660.6,36.0
3052.8,21663.8,31.4
717.0,11244.9,33.3
2051.8,19013.1,33.4
2695.7,23213.4,39.8
3245.3,13674.4,20.0
627.1,11150.0,23.5
9086.9,25177.6,30.3
2072.7,19060.5,36.4
5218.4,25289.8,29.1
5882.9,24384.9,49.2
2494.8,17361.1,43.3
2353.0,8612.7,25.0
675.7,11121.7,49.5
6199.8,25222.2,26.1
19827.6,4838.0,23.3
2104.0,19222.0,37.2
2662.0,23256.7,38.1
5242.4,25289.8,31.2
719.6,4835.5,31.7
6372.3,25123.2,28.8
717.6,3391.3,19.9
2522.0,20008.4,66.3
2653.6,23223.7,36.4
2817.3,20319.7,42.6
827.8,1719.4,22.4
588.7,11167.9,43.7
796.8,4726.9,45.4
2727.0,23171.6,31.7
989.6,3947.6,41.4
6266.9,25089.4,48.0
647.3,11216.7,40.2
2099.4,19023.9,42.0
5595.1,6016.1,32.9
4496.2,25249.8,41.7
5252.6,25278.7,30.0
516.2,4569.7,34.7
548.7,1638.1,39.0
6495.6,25194.9,23.0
569.7,11117.9,29.0
17277.1,2821.3,16.7
2711.2,23220.8,35.8
5611.2,5999.1,27.3
1259.8,1145.0,61.6
2101.8,18921.2,34.6
689.9,11281.6,34.5
6304.8,25178.4,27.2
5558.9,6005.7,37.3
2610.8,14930.8,34.7
2525.4,20112.4,54.4
3245.7,2297.4,14.3
4866.8,23710.3,48.7
8915.8,25023.8,38.5
612.8,11255.8,39.1
1125.4,825.9,31.7
4446.2,25439.3,36.8
5538.9,6031.9,42.1
5246.3,25212.6,44.8
3068.5,21370.7,28.1
1899.4,1152.3,49.7
3050.8,22729.2,43.6
2651.0,23264.7,35.7
1483.9,21083.5,12.5
769.4,1108.8,74.2
5527.8,5990.5,51.8
2552.2,20105.0,49.8
2085.1,24198.7,40.9
650.2,11219.7,47.3
2626.0,23302.9,40.7
2112.4,19125.1,27.7
564.1,11107.0,26.0
2974.9,22014.6,38.8
6316.8,25198.2,24.3
2152.8,9640.4,34.8
6234.0,25184.3,16.9
5537.5,6044.8,31.0
2858.8,8998.1,42.0
2610.7,23283.7,43.3
2043.9,3879.2,28.6
833.3,5279.5,38.1
1534.0,22849.4,31.0
1477.1,21103.8,15.5
2782.4,9228.2,34.5
1401.6,14734.2,30.5
750.8,3552.6,39.9
2623.7,23281.3,35.9
7760.1,25162.2,54.4
3096.1,20439.0,46.0
1279.4,12391.3,12.9
1938.5,24211.6,37.9
5774.5,24227.5,42.4
1134.8,10751.4,47.9
1756.9,20370.6,55.8
5216.7,25288.5,27.2
1491.9,21104.4,14.3
2627.1,23274.5,36.6
605.8,11160.4,29.3
2784.3,1010.6,52.3
5889.5,24632.5,49.9
6271.3,25114.8,18.8
4230.2,10903.1,22.6
5211.5,25268.7,26.5
1356.9,19613.0,45.8
1194.4,819.9,13.9
639.6,11168.1,39.1
2062.9,19008.2,32.1
4231.5,10943.0,18.0
2665.6,23252.1,40.4
2019.2,19024.6,33.7
4426.0,25248.9,36.9
5227.0,25268.9,25.1
1459.4,21131.7,21.2
675.2,11238.4,30.5
5116.1,23898.0,17.1
1549.3,19697.2,28.7
2666.1,23269.7,38.1
1489.6,22846.5,25.2
6371.7,25197.3,24.9
4434.5,25234.8,35.7
4350.1,7148.6,31.6
627.7,8685.7,35.0
666.1,11222.6,43.0
2330.8,19953.7,41.4
1473.9,22905.4,20.5
2083.0,19132.5,33.3
715.2,511.5,38.7
1840.5,1036.0,46.5
5878.0,24242.0,52.5
697.5,11286.0,24.6
1470.8,22737.9,35.8
6563.3,25199.6,27.4
805.4,7265.7,36.7
6251.1,25105.4,44.4
625.1,11157.7,40.6
1977.4,18935.1,37.9
2657.6,23239.4,36.7
1458.4,21138.8,19.2
1034.4,6703.5,31.2
2143.7,19104.3,24.7
649.3,11246.3,38.2
6659.0,1296.9,28.1
1457.2,21192.8,22.0
828.6,3978.6,33.4
1103.5,19634.3,39.3
1949.1,18957.5,35.0
1326.1,10744.2,41.7
4445.1,25209.4,35.6
1472.0,21161.6,15.5
1285.6,10814.9,41.7
1247.0,24708.7,41.6
6350.4,25101.4,33.9
2692.6,23260.8,37.5
5203.9,25282.7,28.5
1489.5,19663.4,27.5
1933.9,2019.1,32.3
2947.2,12436.9,36.4
2038.5,19007.9,53.9
505.4,11239.2,22.4
1837.5,15407.1,16.3
1313.4,19689.9,26.0
3628.6,8126.0,41.5
1836.6,15370.7,22.7
6446.9,25220.2,26.5
5192.4,25270.6,27.7
6037.2,4728.5,25.4
1246.6,19583.1,36.8
2028.3,18978.4,45.5
6071.7,25082.1,31.2
2687.8,23231.7,36.6
1087.2,19667.9,50.0
4407.6,8011.5,35.9
8830.2,25106.7,59.0
433.1,11258.7,48.4
2065.7,18918.9,35.1
6261.8,25102.2,46.4
8029.2,24944.7,58.2
2706.1,23261.6,33.6
5205.1,25272.2,26.4
2476.1,20034.9,48.7
648.2,11275.0,32.6
6241.8,25132.0,31.5
1109.3,19638.1,39.8
2695.0,23218.7,32.6
646.0,11296.4,42.0
1039.6,9808.6,22.8
548.8,4758.1,41.8
1087.8,19633.4,34.8
1538.8,23151.8,26.4
6344.1,25090.2,33.2
1767.5,845.0,42.5
767.4,1715.7,23.6
2744.8,23161.7,31.0
1000.4,5583.6,16.4
2031.7,6227.5,35.2
1362.7,19655.7,24.4
2060.4,18906.3,37.4
561.3,11304.6,37.4
6346.3,25233.2,24.3
5541.8,5062.3,25.5
2727.4,23219.3,33.3
1602.1,4411.2,11.3
2084.5,18881.5,44.7
3249.0,20603.0,37.1
6307.4,25120.3,40.6
1302.0,19626.2,36.7
2055.3,18867.5,38.1
2408.4,20100.8,45.8
650.9,11240.3,45.7
1423.9,23147.4,23.2
2695.3,23269.2,34.0
562.3,11257.4,32.6
1459.8,23008.0,24.3
1467.4,21160.3,15.8
1045.9,2644.3,34.5
488.3,11151.5,27.4
5240.3,25170.3,40.5
2133.6,18757.8,42.7
1863.5,1605.5,16.5
2104.1,18798.3,35.9
1485.0,23025.1,27.9
2695.5,23241.8,35.8
1465.7,21163.8,20.2
8090.9,25045.0,56.4
1074.3,19599.6,40.0
669.3,11208.3,30.7
5226.2,25295.9,34.5
612.5,11274.3,46.9
1278.6,19645.1,38.0
2292.9,19988.9,37.2
618.8,11238.7,39.6
1991.2,18891.9,29.3
1481.6,17120.6,25.7
1995.5,18849.7,25.4
1461.5,17385.8,46.4
1554.1,23130.1,26.4
716.3,11115.0,36.2
2708.6,23204.2,39.0
3006.5,8781.2,33.5
2015.4,19285.5,56.0
3647.7,5050.9,24.3
509.5,11206.6,44.4
1481.7,23156.5,27.1
4723.9,25446.1,29.9
5225.6,25280.9,38.4
1751.0,620.1,32.5
1458.5,23017.0,36.4
681.6,11268.6,35.7
2706.6,23221.0,35.8
2716.7,808.6,50.3
1972.8,18965.1,35.3
1429.8,17111.4,49.0
6235.9,4423.9,23.4
5202.1,25294.8,33.8
1416.8,22999.3,20.2
